X1,X2,Y,delta
-1.579205566040638,-0.8688901880748804,6.207924221214649,1
1.2992619966820091,1.6621741309292997,0.8937388976028633,1
2.007716488764489,-1.0554217542535254,6.002068034158245,1
0.4520334141422938,0.8885264708463702,1.8649601293624798,1
0.1666223638052926,0.7485595673521139,1.4001730189345154,1
0.25957287902131365,-0.9157881781449466,1.8013065518639837,1
0.7190129236758684,-0.008822180840501737,7.705030050256488,1
-0.06863992948013713,-0.03911067080245398,1.1084777554199363,1
-1.7640617528158595,-0.12272455662328763,3.42196812131528,0
0.31597046598111167,-0.09398302260779255,3.2115232049175035,1
-0.39630582857496977,0.9258317575596218,1.0314793853378315,1
0.8114739046075703,-0.9430464693951549,9.536288340349019,1
0.23510067855350592,0.5261335391832302,2.558487480808467,1
0.6508143905143461,0.3972956100237172,1.2712298023373596,0
-0.24355982779276286,0.4494947497233947,2.7512863208029166,1
0.7625555189938487,-2.6354099883655913,7.399645921733749,0
0.2497489958377634,-0.9321987102131644,0.44805327472984113,0
0.661009973293824,-0.5848505941719224,2.032753366557446,1
-0.9605419713800347,-0.7587406832261371,9.097112866768516,1
0.23765000639021172,0.7440538203170164,1.7330463477288682,1
-0.2981071895989744,-1.7316349880028112,1.942982651658345,0
-0.9435537474700801,-0.2229198773646895,5.258433947542345,0
0.27184854527246133,-0.09563933747268664,0.09185159655325605,1
-1.6434999463469553,0.38016849614178316,1.9563045677638702,1
0.3716058926149944,1.0542791775615683,2.709363523372914,1
-0.5667716300828961,0.5942588264866648,2.4876950156149533,1
-0.35316954735960154,-0.2530557239684761,0.8245473589424023,1
0.749630243996273,1.064455354237802,2.3619661448979064,1
0.3616939168317487,-0.7965368323167181,0.38035114384326657,1
-0.6534020608460392,-0.5671177427774005,11.989371369569486,1
0.21376328231647224,1.6762318130674827,3.986980634083961,1
1.2711824380954027,-0.025627730163789053,4.433803077733381,1
-0.3552440806457495,0.6138856288299316,0.9805086356026248,1
1.1854386694723344,-0.0767835468290351,1.7343423289461188,1
-0.38517669555062084,-2.1374912311033762,3.0689636716182402,1
0.1687031859201752,-0.8999561744218938,1.1513320494195147,1
-0.46243139403479283,0.16609550988515448,0.33463975265295426,1
-1.4119019306569143,-0.8422169443335464,5.7676666553662805,0
-0.14374952784988682,-0.38426291285511593,0.6040945262063101,0
-1.7791608114953181,-2.146407371795319,12.630989640184685,0
0.8410089261591283,0.41855828869351175,4.119577754550359,1
-0.23297920639944994,0.6481711673986177,0.700256296455998,1
0.18863049940088916,0.7167313410138986,0.2840833364197858,1
-0.6135159695623327,-0.5523647573570764,2.5373776137267674,1
0.09241364569217758,1.2346044507821552,0.5588340175509838,1
-0.19628092522736557,-0.8792216586394883,0.40276429112834494,1
0.8213389794780589,0.3451282235485107,1.3499324795951153,1
-0.4185609866370935,2.146753246011177,5.1517998938284375,0
1.3650573297040038,-0.8511981695161264,2.481676744776105,0
-1.1675098725328836,-0.3478570067248276,0.9646630124754001,0
-0.1002056979637442,-0.4478135336617401,2.0590224170605618,1
-0.8568054826021054,-1.0657020684295762,6.08298333900319,1
-1.1108419426902705,0.28963321723146646,8.500919622564641,1
0.6376603849971634,0.811746482604356,0.46609816338112475,1
1.7595811459467503,0.05418870451446656,6.420799170554727,1
0.03381463885161158,0.10480196746485893,1.0096502089072037,1
-0.6056523859375937,-0.5619286815770134,2.2245538468354615,1
0.6633578414602633,1.0284513594793692,1.4257719611725035,1
0.7494924144345584,0.7343817377567192,8.684778364156271,1
0.7744697887653337,1.0242375933923566,3.497818303003157,1
-0.10030809914924,0.5177720405647681,0.7658904714110871,1
0.3099707982797905,-0.75939907273169,0.4851600251553595,1
0.022023596224339914,0.7540992722753991,1.4039963892267784,1
-0.9012470087074799,-1.890655859006528,5.40359186314525,0
1.668033891491751,-0.06152266407278595,2.5184869424991945,0
0.31223074194663186,0.47753182190090937,1.9211373748281024,0
0.7949764246178017,-0.5203480414708469,3.6996301105324667,0
0.707715106752487,0.6911467170177539,5.558021362419621,1
0.2912126269468334,0.6315547122954284,1.204911287718511,1
1.477458295332995,0.5598070718345716,3.2771524877521454,1
2.81764278123359,2.2582752654768585,10.753918839137349,0
-0.5670114353611606,-0.25964878268561736,2.3226956393655533,1
-0.23946154235322403,-1.0215134012769704,0.8704624261529907,1
