X1,X2,Y,delta
0.18216414929316363,0.09910888319755963,10.804786286609847,1
-1.4405659108790756,-0.124126518093156,5.282311387101068,1
0.5710214946067151,1.159654585957825,0.8859306673158098,1
0.6006439635508303,-1.4582234401020906,2.9481562226267464,0
-1.131985491193766,-0.005391447767773894,3.8229143518207436,1
0.5036522066620309,1.7413717271680282,1.3635035542605594,1
-1.5783799409553552,0.6541987301974004,15.892549605383442,1
-0.736249932318904,-1.3685433998670902,10.992944111983595,1
-1.1721129501978138,-1.4108083295800329,1.2205362463062692,0
0.4317967621147016,-0.6323259901191698,0.9139675224149396,1
0.20891898552260518,-0.21461971935865648,3.879899138982496,1
-0.8195679058135531,0.6406384914435941,0.3305492150641633,0
-1.784911218550305,0.06581352760939385,5.923526049916771,1
0.9356119486367205,1.1627669254498973,1.4986598545969534,0
0.8403186283407191,2.448126683114298,7.371374405373362,1
-1.1932611465589553,-0.09495986801169742,12.210346478771543,1
-0.8058334962714551,0.6506721146327398,1.4822037265433816,1
-1.167451397065025,-0.9732433043917676,12.008481589620805,0
-0.8584231540852945,-1.0783313812214346,22.686625043235047,1
0.7845966180732052,2.5417462148045975,0.45104337460162297,1
1.4520193130143186,2.114377151085143,0.3024005960815198,0
-0.010298570032107879,-1.1563599398916165,5.1679104682310015,1
0.7855943920455484,0.8133526418378244,0.8362624203465974,0
-0.422173551057053,0.22895627341468391,6.905247962812609,0
0.17473734430466797,0.8597989497256058,0.48563369032831605,1
0.9016413992376179,0.251855593070141,3.2556706471671055,1
-0.4687278492968686,-0.06246854090427642,2.827132975090495,1
1.3641841223224276,0.7762854121245961,21.909794373569795,1
-1.221223340210978,0.452813815311491,17.965450628997427,0
-0.52624900524452,0.26456744606069615,9.980928177459294,1
0.736425150982505,0.5550426579083443,3.068730017683624,0
0.7227715270943609,-0.4444661198949834,15.364538068395778,1
0.35947381268363876,-0.44353051972306623,5.1913283100338115,1
0.14437483074020876,0.2015107327835084,12.260804833459988,0
1.2980167509563747,0.39382519911980146,4.299888765506725,0
-0.4178576460381167,2.5975645892443326,0.17562293433629245,0
-0.572318535406751,-1.2849963647097045,1.3881158155267264,0
-0.2268143241989609,-0.5490239136639854,18.221248093606476,1
0.9160015461287432,1.7719539526074453,2.8285984029080624,0
-0.3837144532828572,-0.12041869056853152,12.029354487909067,1
0.8534752124043169,-0.3977741766941674,4.062194219928434,1
0.7817347624555153,0.14539053415370806,7.631866090857819,1
1.1360458170924654,-0.3680011503592327,7.828306730106354,0
-0.9800538490124762,0.08266882088105038,14.96216616926225,1
