,X1,X2,Y,delta
0,-0.2166791365433673,-0.5475492884374549,1.2875800830477977,0
1,-1.9790635339344531,-2.23115566353753,6.5362923077579795,0
2,-0.8861654658422757,0.6963156512192877,4.968610281303416,0
3,1.0832366895146672,0.4916000315843787,5.288013095915702,1
4,0.00246581948289773,-0.32740413829646153,2.0963757930911373,1
5,1.1354027103861777,0.9305261997985903,9.562698360292156,0
6,0.00901918241154881,0.6124907850210443,1.3698996850451524,1
7,1.7918386772964017,1.09165963960645,9.913294056978216,0
8,-1.925799367520555,-0.06846836028924265,6.393503067383869,1
9,0.9862961311914671,1.6311436420842456,9.69917489485175,0
10,1.2776579171087064,0.42080476239261627,7.162767405074874,1
11,0.9663234863114211,0.5438155571490266,1.9537987272865394,1
12,-1.2191528388878243,-0.5067315680112563,3.10285629935595,1
13,0.13043502212566463,-0.2328758563562528,0.9814648145306435,1
14,0.05011699949871534,-0.055813442558707904,3.603766032280315,1
15,-0.371018506313534,-1.0025901361057494,8.579231939257069,0
16,0.05589875402740972,-0.045168857781834965,3.316755993463229,1
17,-0.0793086418197555,0.1699090167451521,0.9278733311007918,1
18,-0.8386029472779396,0.49624562696364244,5.62496352050108,1
19,-0.705529664718838,0.8560026287300526,2.3330036846916564,0
20,0.5037421947936283,0.026010777515415532,3.715854047947938,1
21,-0.2649610667658778,0.09047740558347438,1.4326877135680514,1
22,-0.8794728848522799,0.41249049853568337,6.583045347064822,1
23,-1.233920162346676,-0.7394797642255876,5.922467633928,0
24,0.34158291777963495,0.2409685714725266,3.5374303684146167,1
25,-1.3346656506043377,-1.113411527753338,20.52872249086516,0
26,1.4799454481290786,0.7903802160808973,6.533479303597622,0
27,-0.07596125418775057,1.0762435161879245,4.323975707604585,0
28,-1.0372466536316531,1.2228601200886176,2.7633091330113455,0
29,-0.631052554530108,-0.5062457291999133,9.920980183833432,1
30,-0.10875899243247589,0.8634203172466965,10.239958887568791,1
31,0.6205236908832145,-0.20359976253390633,0.6888074602917917,0
32,-0.4983965246291248,-0.48563820792296064,11.935704138975431,1
33,-0.9929601358319976,-1.0665534545808388,15.326538906934854,0
34,2.0818792239018094,2.8712456280817884,18.46433623948323,1
35,0.8567932345184585,2.395549379927495,14.353304037316766,0
36,-1.363832440218597,-1.7908638261234155,7.065630902995429,1
37,1.7071984543303227,0.31012442966206083,1.795031226605695,0
38,-0.6546819819237385,-0.8568001595442075,4.485736763110653,1
39,0.639904753573461,0.39648505232720715,3.6216964374204026,1
40,-1.9821664391804155,-1.6352471120926684,3.6022466484853526,0
41,-1.0342722785763006,-0.25736468745328916,6.669767855555037,1
42,-1.4126542924353878,-0.35130285374800807,3.198112047015341,1
43,0.7228758928468059,0.5076880904231654,1.336512164458895,0
44,1.0144193675872901,0.3032561392822196,3.867108118134893,0
45,-0.7376969256376709,-1.2394524728321707,7.05070944811999,1
46,0.4149602605316305,-0.2778660814741921,5.120848204695088,1
47,0.11978290262957925,0.9080208461692585,2.551899187124692,0
48,0.6268137815988882,0.14469359489166903,7.236583103856983,1
49,-0.6776771363648824,-0.17718980886784785,8.040228626365678,1
50,-0.771640343353683,-0.6008758908881158,6.329553556288589,0
51,1.2036358985331521,1.8339323751226535,14.273998077196195,1
52,-0.9406345641606778,0.07750304540393144,9.176212436680759,1
53,-0.5273404913546276,1.9934671428003643,20.351178201782577,1
54,0.7038010523459406,1.4307543130357403,13.796707994028205,1
55,0.20376793124640696,-0.2833647142647878,3.131851282523715,1
56,-0.5660762970063922,-0.8475064182180597,3.8304173331717166,0
57,2.6063470554257764,1.439068605715603,9.895592927959921,1
58,-1.5153263221088846,0.7226392896273852,0.7077891214713836,0
59,1.2912807569315223,1.27433543920383,9.553784674102133,1
60,-1.5598072623802302,-0.9529369432383767,10.127851411870417,1
61,1.0362594677122183,-0.38566508138622807,5.923110147821278,1
62,1.9164751657142471,1.1685693784011661,27.593389105498233,1
63,1.4436110770511412,-0.8055070513923378,6.297247735801752,0
64,1.3149413784708626,1.6185898437791022,15.662812464411857,1
65,0.7316130498995329,-0.02321754051171923,3.2783170034318916,0
66,0.7592343301472698,-0.053390430959034764,0.14701221836113487,1
67,-1.6232296315872865,0.01672443463147351,9.223645741008792,1
68,-2.1507026553955577,-1.4409047956017467,18.702712087550744,0
69,-1.3786008651936723,0.08449461447968581,4.920772058065986,0
70,-2.2381432785253352,-0.7729383940921943,22.68233755371613,1
71,-0.7325419759794098,-1.3671944755960235,18.261654198494977,1
72,0.946803136669804,1.8239559488565469,9.08114015961065,0
73,0.10909680158804948,0.053425766900135584,4.137072932619573,1
74,1.4207366762410534,0.11978522454551041,3.9229936565480017,1
75,-1.4468624104409016,-0.9817614167272063,15.951713727962817,1
76,0.7271350002214569,1.1175556082663438,19.336069059901796,1
77,-0.5255822576914766,-0.0037327673751456044,5.874749214668675,0
78,-1.9167182076180993,-1.9514203088487574,10.037932047379952,1
79,1.0899148623689945,1.1264575038562474,2.1753820501240546,1
80,0.28547730453869774,0.8340451413952714,7.281296779357567,0
81,-0.3555859907336595,-0.009084240257673255,1.2109546953679455,0
82,0.2842413127934754,0.6979201211365915,3.199640885390039,1
83,0.18326502963881364,0.7005243843550278,4.8921609707780265,0
84,0.8198813034907537,-0.29852512779061807,6.577757501289396,1
85,-0.07868718747167774,-0.7847810574090188,10.49991751108015,1
86,-1.4719158460000112,-1.028959585136075,25.56121324896264,1
87,-0.45571699242198954,-0.35437220227994015,2.3158808704934013,1
88,1.2447491953948033,-1.141948548984574,9.345915984552937,0
89,-0.6514747461405159,-1.4653867538870708,7.496619848029405,0
90,-0.5088917834515869,-1.1474023388720886,23.322224110153424,1
91,0.23604602993001,0.011856197357487264,1.814787913743576,1
92,0.9852177838635733,0.8135087354242784,16.969104509617733,1
93,-0.20543875691797012,-0.6196170225058731,7.974007238023429,1
94,1.381336065669943,0.8081205096561144,3.8476937807092897,1
95,-0.7899491827004775,0.357252898914439,7.790157778901307,1
96,-0.8676505252240242,-0.5802468801855949,3.785676906832583,1
97,0.40876695298960103,1.3156564205555366,3.412306691756828,1
98,0.09902374766260419,-0.14095798702843662,3.0173197538030982,1
99,-1.0971012440155166,-0.4792564931762387,7.611935235323941,1
100,0.14309020446125786,-1.0084540408141758,7.4025185673855205,1
101,1.3806654161388159,-0.32321999138120766,2.560135116773605,1
102,-0.18250833285907914,-0.15426708438046152,1.695627530930466,1
103,-0.9136427484214171,-0.7015994296517408,15.180602723895042,1
104,-0.7370948586367494,1.3743935457364969,8.533719780974828,1
105,1.559776955681539,0.22349664645999798,2.9779968782593684,1
106,0.2664197113319371,0.7911139738052215,15.647494973255947,1
107,0.5228789417976929,0.08214047914922529,1.5613493955938114,1
108,0.23464118246591958,1.7074859121861679,11.381929153863295,1
109,1.0802071698348799,-0.0004947824113732492,4.04511938577309,1
110,0.5099857207766504,-0.2977573747743035,2.2054694596250193,1
111,-0.4661755706806588,0.868974765945243,17.05775736465067,0
112,0.4115372091619353,0.36174852485038567,3.6140887152569627,1
113,0.4150389253419965,0.22329935689027772,1.2092004269945513,1
114,-0.975680495904757,-0.4440467716112568,3.4625829910299863,1
115,0.76129753966643,-0.16960294086040023,5.2460526605589095,1
116,-0.30006147984525344,0.5325321331790761,3.8558421502536033,1
